centered_log10_learning_rate,cumulative_displacement_to_weight_ratio,cumulative_stable_rank_fraction,dose_index,learning_rate,log_saved_segment_to_weight_ratio,margin_degrading_attribution_mass,margin_helpful_attribution_participation_ratio,margin_helpful_mass_share,mean_cumulative_subspace_overlap_to_adamw,mean_ndcg_at_10,mean_saved_segment_subspace_overlap_to_adamw,optimizer,progress_fraction,random_50pct_relative_shortlist_ndcg,run_id,saved_segment_row_norm_cv,saved_segment_sketch_effective_rank_fraction,saved_segment_stable_rank_fraction,saved_segment_top_1pct_row_energy,stage
-0.2614393726401687,0.018584304766793246,0.21872197861871193,2,0.0003,-5.420655310745656,0.10498084914413273,0.31002964338669603,0.5284474079980924,0.1670670682629122,0.5907228571428572,0.06166991064596403,normuon,0.8,0.9925647457616602,verified-v3-normuon-3e-4,0.031115876939048104,0.08313165614364831,0.33929535858133897,0.01253452730728662,4
-0.2614393726401687,0.01879796378765597,0.21669819929808007,2,0.0003,-6.396681733490892,0.10684073248987658,0.3071827801614,0.518727824680887,0.16861631760104773,0.5936371428571429,0.0660556082490503,normuon,1.0,0.9915601285811153,verified-v3-normuon-3e-4,0.03098620231298202,0.08313696320150413,0.34416831708421897,0.012494674278672208,5
0.2614393726401687,0.033605341787423554,0.3250201471986618,3,0.001,-3.3930702428806825,0.10304682750864637,0.3075910896959181,0.5253375969039663,0.05619413992091217,0.5852614285714285,0.05626697099660548,normuon,0.2,0.9878387087099308,verified-v3-normuon-1e-3,0.030846892348067326,0.08312219329536917,0.3250201471986618,0.012601247779467207,1
0.2614393726401687,0.0480259101307994,0.3181215145902413,3,0.001,-3.4103455026052703,0.10749124468887795,0.30016721742325797,0.5101676808513668,0.04864960625446477,0.5920957142857143,0.032323065034567035,normuon,0.4,0.9925784192820463,verified-v3-normuon-1e-3,0.03012133639724178,0.08313991546418364,0.34147662678716867,0.012381785805710655,2
0.2614393726401687,0.054520514527949204,0.3070525683714957,3,0.001,-3.733067153419851,0.10301009534897357,0.30122780503747093,0.5233428331468621,0.047188775803779254,0.5850342857142856,0.03326059421767197,normuon,0.6,0.9879632172180477,verified-v3-normuon-1e-3,0.030522228746530527,0.08313408058382397,0.33925990290182795,0.01241245812532258,3
0.2614393726401687,0.05712772650047358,0.297992270526189,3,0.001,-4.221488787459079,0.10663333399400364,0.30281804782592003,0.5135070322725832,0.04719725816963828,0.5896921428571428,0.03529140727723983,normuon,0.8,0.9928372217196048,verified-v3-normuon-1e-3,0.030798101598486543,0.08313095806010479,0.3364667675180656,0.012468507842105977,4
0.2614393726401687,0.05765580912559717,0.2946178967302496,3,0.001,-5.188658276634487,0.10403057154072036,0.30581855635014793,0.5217507723558835,0.0480958935624128,0.5914471428571428,0.03999122461543125,normuon,1.0,0.993082861947679,verified-v3-normuon-1e-3,0.03075246791788601,0.0831363667699105,0.3446332386258239,0.012449752113577676,5
0.7385606273598313,0.09828377692696008,0.3448766750979126,4,0.003,-2.3198963017973333,0.09461212188746383,0.3026108980035289,0.5104314884496347,0.02609627455707022,0.5348342857142857,0.026449499656147457,normuon,0.2,0.990998575170134,verified-v3-normuon-3e-3,0.029321392176344115,0.08314244097194995,0.3448766750979126,0.012303685512951511,1
0.7385606273598313,0.14053185586924344,0.3265432299458407,4,0.003,-2.3217661295174734,0.09319289345637947,0.32229561626876707,0.5189741263871981,0.02455158762255295,0.5396864285714286,0.020443652569438343,normuon,0.4,0.9950280180677952,verified-v3-normuon-3e-3,0.030345603435195705,0.08313485342551043,0.3399746728240912,0.012360858163213665,2
0.7385606273598313,0.15957583331774886,0.3134311405201434,4,0.003,-2.6379123272892775,0.09499293614643016,0.31764169951514537,0.514558903394393,0.024955036182748403,0.5446657142857143,0.02119655104355269,normuon,0.6,0.9884007829986179,verified-v3-normuon-3e-3,0.030459171718853043,0.08312633536663072,0.33625565402860524,0.012373568599714953,3
0.7385606273598313,0.16712354121840245,0.3042092319584573,4,0.003,-3.1200759358965984,0.10271114741117535,0.3054574170257413,0.5118209613175053,0.025730092801840944,0.5518028571428572,0.022197527124578842,normuon,0.8,0.9942597395034868,verified-v3-normuon-3e-3,0.03057967159737718,0.08312080932014129,0.3357985123806034,0.012398087237787278,4
0.7385606273598313,0.16860739426007285,0.29995731363959494,4,0.003,-4.077495547314482,0.10035813405449998,0.3106543892479629,0.5267752507153692,0.026332654809096162,0.5584957142857143,0.024584285526431816,normuon,1.0,0.9926760925520142,verified-v3-normuon-3e-3,0.030581746220509,0.08312016943346795,0.33978423571841604,0.01242432638972918,5
