run_id,optimizer,learning_rate,step,task,removed_fraction,draw,shortlist_ndcg,relative_shortlist_ndcg,margin,relative_margin
pretrained,pretrained,,0,ArguAna,0.1,4,1.0,1.0,0.19022380498688438,0.9998864569252963
pretrained,pretrained,,0,ClimateFEVER,0.1,4,0.7537106269774647,1.0474640288564687,-0.00018524745724418992,0.1026834276861982
pretrained,pretrained,,0,DBPedia,0.1,4,0.9769331095982161,0.9769331095982161,0.25277123539651314,1.0086178154352805
pretrained,pretrained,,0,FEVER,0.1,4,1.0,1.0,0.32321894702186693,0.995466658477246
pretrained,pretrained,,0,FiQA2018,0.1,4,0.9538662191964322,0.9763884649059846,0.1951555858348506,0.996763123032715
pretrained,pretrained,,0,HotpotQA,0.1,4,1.0,1.0,0.23398554974774627,0.9794648419310622
pretrained,pretrained,,0,MSMARCO,0.1,4,1.0,1.0,0.31722950660820415,1.009815480826093
pretrained,pretrained,,0,NFCorpus,0.1,4,0.6357241355095091,0.9416753462417714,0.002891842270771732,0.7907282291172533
pretrained,pretrained,,0,NQ,0.1,4,1.0,1.0,0.3320369218609922,0.9900286651527211
pretrained,pretrained,,0,QuoraRetrieval,0.1,4,1.0,1.0,0.4499566917577217,1.0074736151865051
pretrained,pretrained,,0,SCIDOCS,0.1,4,0.864577964849483,0.987524736389307,0.09993120338269597,0.9747670719024998
pretrained,pretrained,,0,SciFact,0.1,4,0.9769331095982161,1.0,0.2513808906475059,0.992274980449948
pretrained,pretrained,,0,TRECCOVID,0.1,4,0.8578826621279816,1.0,0.04203019218892272,0.888695974545735
pretrained,pretrained,,0,Touche2020,0.1,4,1.0,1.0,0.24518098143432787,0.9961483915124444
pretrained,pretrained,,0,ArguAna,0.1,5,1.0,1.0,0.19800473326539092,1.0407858848834437
pretrained,pretrained,,0,ClimateFEVER,0.1,5,0.6937516528887576,0.9641364674329045,-0.010977739723664578,6.085006292890271
pretrained,pretrained,,0,DBPedia,0.1,5,1.0,1.0,0.2563105869029446,1.0227406762856244
pretrained,pretrained,,0,FEVER,0.1,5,1.0,1.0,0.3188265567468016,0.9819387446277172
pretrained,pretrained,,0,FiQA2018,0.1,5,0.9538662191964322,0.9763884649059846,0.19214437261057243,0.9813832593987379
pretrained,pretrained,,0,HotpotQA,0.1,5,1.0,1.0,0.23807067507394064,0.9965651997788147
pretrained,pretrained,,0,MSMARCO,0.1,5,1.0,1.0,0.31040862221328386,0.988103015524363
pretrained,pretrained,,0,NFCorpus,0.1,5,0.6818525478292266,1.010003707894958,-0.0007507845517324297,-0.20529008274076652
pretrained,pretrained,,0,NQ,0.1,5,1.0,1.0,0.3341348849758809,0.996284124968851
pretrained,pretrained,,0,QuoraRetrieval,0.1,5,1.0,1.0,0.44996309010358415,1.0074879413755702
pretrained,pretrained,,0,SCIDOCS,0.1,5,0.8985669492769113,1.0263471031988518,0.09530437258662439,0.9296351996282991
pretrained,pretrained,,0,SciFact,0.1,5,1.0,1.0236115350940154,0.2546664706873588,1.0052441399648744
pretrained,pretrained,,0,TRECCOVID,0.1,5,0.8578826621279816,1.0,0.05040688271286234,1.065814630467621
pretrained,pretrained,,0,Touche2020,0.1,5,1.0,1.0,0.2479354288560585,1.0073394649497514
pretrained,pretrained,,0,ArguAna,0.1,6,1.0,1.0,0.19185259986596587,1.0084480033669476
pretrained,pretrained,,0,ClimateFEVER,0.1,6,0.7578792272658109,1.0532573117112345,0.00014298424756853216,-0.07925675668581583
pretrained,pretrained,,0,DBPedia,0.1,6,0.96875,0.96875,0.2510562186779344,1.0017744876594186
pretrained,pretrained,,0,FEVER,0.1,6,1.0,1.0,0.32673734205045835,1.0063027959456288
pretrained,pretrained,,0,FiQA2018,0.1,6,0.9769331095982161,1.0,0.19402203285161876,0.990973466503768
pretrained,pretrained,,0,HotpotQA,0.1,6,1.0,1.0,0.24378690919471516,1.0204933883168732
pretrained,pretrained,,0,MSMARCO,0.1,6,1.0,1.0,0.3090401274119634,0.983746777510507
pretrained,pretrained,,0,NFCorpus,0.1,6,0.6490088171362418,0.9613534683576465,-0.003725708079001454,-1.0187355587448663
pretrained,pretrained,,0,NQ,0.1,6,1.0,1.0,0.33605330089698454,1.00200423206698
pretrained,pretrained,,0,QuoraRetrieval,0.1,6,1.0,1.0,0.45012635154642566,1.0078534912141504
pretrained,pretrained,,0,SCIDOCS,0.1,6,0.864577964849483,0.987524736389307,0.0994943959476203,0.9705062855809005
pretrained,pretrained,,0,SciFact,0.1,6,0.9769331095982161,1.0,0.2529598895884072,0.9985077578865207
pretrained,pretrained,,0,TRECCOVID,0.1,6,0.8593122779888998,1.001666446851102,0.05058634353826157,1.0696091911111716
pretrained,pretrained,,0,Touche2020,0.1,6,1.0,1.0,0.24198554709554998,0.9831656276857573
pretrained,pretrained,,0,ArguAna,0.1,7,1.0,1.0,0.18499525134622682,0.9724032511563789
