family,anchor,condition,category,basis_source,spectrum_operation,interpolation_lambda,band,samples,contrastive_loss,delta_contrastive_loss,positive_score,delta_positive_score,hardest_negative_score,delta_hardest_negative_score,positive_margin,delta_positive_margin,reciprocal_rank,delta_reciprocal_rank,top1_accuracy,delta_top1_accuracy
dense,dense/muon-lr1e-3/checkpoint-3907,adam-basis__muon-tail-spectrum,transformed,adamw,band_transplant,,tail,224,0.5743956446623477,-0.006423168791895607,0.6511753627232143,-0.00323486328125,0.6134033203125,-0.003941127232142857,0.03777204241071429,0.0007062639508928571,0.8701636910970721,-0.013764880996729647,0.7723214285714286,-0.026785714285714284
dense,dense/normuon-lr1e-3/checkpoint-782,adamw-native,native,adamw,native,0.0,,224,0.6193096528664422,-0.016591804175472395,0.6632603236607143,0.0022670200892857145,0.6305106026785714,0.0016653878348214285,0.032749720982142856,0.0006016322544642857,0.870238095854542,0.012053571441876037,0.7767857142857143,0.026785714285714284
dense,dense/normuon-lr1e-3/checkpoint-782,muon-native,native,muon,native,1.0,,224,0.6254726376620445,-0.01042881937987009,0.6610979352678571,0.00010463169642857142,0.6285836356026786,-0.00026157924107142856,0.03251429966517857,0.0003662109375,0.8615327386983803,0.0033482142857142855,0.7589285714285714,0.008928571428571428
dense,dense/normuon-lr1e-3/checkpoint-782,adam-basis__spectrum-lambda-0.25,transformed,adamw,log_interpolation,0.25,,224,0.6171365783099775,-0.018764878731937124,0.6623011997767857,0.0013078962053571428,0.6294381277901786,0.0005929129464285714,0.032863071986607144,0.0007149832589285714,0.8657738101402563,0.0075892857275903225,0.7678571428571429,0.017857142857142856
dense,dense/normuon-lr1e-3/checkpoint-782,adam-basis__spectrum-lambda-0.50,transformed,adamw,log_interpolation,0.5,,224,0.6197383247751661,-0.0161631322667485,0.6610281808035714,3.487723214285714e-05,0.6284441266741071,-0.00040108816964285713,0.03258405412946429,0.0004359654017857143,0.8637648815555232,0.005580357142857143,0.7633928571428571,0.013392857142857142
dense,dense/normuon-lr1e-3/checkpoint-782,adam-basis__spectrum-lambda-0.75,transformed,adamw,log_interpolation,0.75,,224,0.6207723878278557,-0.015129069214058941,0.6607840401785714,-0.00020926339285714285,0.6278250558035714,-0.0010201590401785715,0.032958984375,0.0008108956473214286,0.8645089291302221,0.006324404717556068,0.7633928571428571,0.013392857142857142
dense,dense/normuon-lr1e-3/checkpoint-782,adam-basis__muon-spectrum,transformed,adamw,log_interpolation,1.0,,224,0.6258732517891465,-0.010028205252768072,0.6604527064732143,-0.0005405970982142857,0.6278512137276786,-0.0009940011160714285,0.03260149274553571,0.00045340401785714287,0.8621279768246625,0.0039434524119964665,0.7589285714285714,0.008928571428571428
dense,dense/normuon-lr1e-3/checkpoint-782,muon-basis__adam-spectrum,transformed,muon,adam_spectrum,,,224,0.6303251878611523,-0.00557626918076234,0.6613943917410714,0.00040108816964285713,0.6290980747767857,0.0002528599330357143,0.03229631696428571,0.00014822823660714285,0.8656250006253166,0.0074404762126505375,0.7633928571428571,0.013392857142857142
dense,dense/normuon-lr1e-3/checkpoint-782,adam-basis__muon-head-spectrum,transformed,adamw,band_transplant,,head,224,0.6259590222753104,-0.009942434766604233,0.6602085658482143,-0.0007847377232142857,0.6275547572544643,-0.0012904575892857143,0.03265380859375,0.0005057198660714286,0.8656250005587935,0.007440476146127496,0.7678571428571429,0.017857142857142856
dense,dense/normuon-lr1e-3/checkpoint-782,adam-basis__muon-middle-spectrum,transformed,adamw,band_transplant,,middle,224,0.6170229371195352,-0.018878519922379513,0.6629638671875,0.0019705636160714285,0.6300833565848214,0.0012381417410714285,0.03288051060267857,0.000732421875,0.8693452386983803,0.011160714285714286,0.7767857142857143,0.026785714285714284
