run_id,stage,original_feature,exact_feature,original_value,exact_value,exact_minus_original,relationship,defined
verified-v3-adamw-3e-5,5,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.03041434952401541,0.03041333008003347,-1.0194439819428969e-06,exact_rank_and_nonzero_denominator,True
verified-v3-adamw-3e-5,5,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.07913643360775423,0.7621818540871059,0.6830454204793517,full_spectrum_and_nonzero_denominator,True
verified-v3-adamw-3e-5,5,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.027860727151208384,0.027860245933597427,-4.812176109571242e-07,exact_rank_and_nonzero_denominator,True
verified-v3-adamw-3e-5,5,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.42384423953339906,0.4366469039812786,0.01280266444787953,exact_projectors_complete_comparator_population,True
verified-v3-adamw-3e-5,5,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.5014869964909001,0.5152965873464471,0.013809590855547005,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,1,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.12501487876960937,0.12473031432150453,-0.00028456444810484594,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,1,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.08184425884761487,0.896326611592679,0.8144823527450642,full_spectrum_and_nonzero_denominator,True
verified-v3-muon-1e-4,1,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.12501487876960937,0.12473031432150453,-0.00028456444810484594,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,1,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.36705107195053827,0.42140445885445293,0.05435338690391467,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,1,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.3678281151784215,0.42140445885445293,0.053576343676031424,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,2,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.18895067088637973,0.18643742105849279,-0.0025132498278869486,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,2,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.08270689185024795,0.9086273423413201,0.8259204504910722,full_spectrum_and_nonzero_denominator,True
verified-v3-muon-1e-4,2,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.11474996340359808,0.11454871726564682,-0.00020124613795126367,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,2,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.17519093779996434,0.21890628446584887,0.04371534666588453,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,2,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.3492131564606798,0.3926938412553752,0.04348068479469541,exact_projectors_complete_comparator_population,True
verified-v3-muon-1e-4,3,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.268384306826056,0.2579968455594752,-0.0103874612665808,exact_rank_and_nonzero_denominator,True
verified-v3-muon-1e-4,3,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.08303393641363915,0.9124542801524912,0.8294203437388521,full_spectrum_and_nonzero_denominator,True
verified-v3-muon-1e-4,3,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.1118405319869837,0.11165728520426588,-0.00018324678271781913,exact_rank_and_nonzero_denominator,True
