state,learning_rate,optimizer,run_id,step,stage,baseline_margin,baseline_shortlist_ndcg,helpful_mass,degrading_mass,helpful_share,first_order_half_l1,first_order_helpful_mass,first_order_degrading_mass,direct_sum,renormalization_sum,switching_sum,fixed_negative_sum,actual_sum,first_order_sum,finite_vs_first_order_l1,finite_vs_first_order_relative_l1,switching_fraction,queries_with_any_switch_fraction,baseline_negative_tie_queries,max_coordinate_energy,switching_to_total_mass,beir_ndcg_at_10
verified-v3-normuon-1e-4/checkpoint-782,0.0001,normuon,verified-v3-normuon-1e-4,782,1,0.23966580761464726,0.9439219127530765,0.11356111729957859,0.10706730187176763,0.5145456905055268,0.10993394202640731,0.10993394202640731,0.10993394202640729,-0.23966580761464726,0.23957846653136863,-0.006406474344532271,-8.734108327865993e-05,-0.00649381542781093,-1.5225296222189297e-17,0.007175692986275695,0.03218893742550897,0.006632486979166666,0.17410714285714285,0.0,0.027700157044093204,0.02869625756026963,0.5801178571428572
verified-v3-normuon-3e-3/checkpoint-1563,0.003,normuon,verified-v3-normuon-3e-3,1563,2,0.1858131109149421,0.9349478833515702,0.10045541762259269,0.09319289345637947,0.5189741263871981,0.09634542797418122,0.09634542797418122,0.09634542797418122,-0.1858131109149421,0.1863902486502931,-0.007839661901564179,0.0005771377353509667,-0.007262524166213209,6.0095777560625105e-18,0.008658004472871798,0.04490258278202299,0.009434291294642858,0.14732142857142858,0.0,0.08269067243822023,0.04073809601688599,0.5396864285714286
verified-v3-normuon-3e-3/checkpoint-2345,0.003,normuon,verified-v3-normuon-3e-3,2345,3,0.18753358153277944,0.9254881916066141,0.10126065444247781,0.09499293614643016,0.514558903394393,0.09730448988069315,0.09730448988069315,0.09730448988069315,-0.18753358153277944,0.18816792413396072,-0.006902060897228962,0.0006343426011813055,-0.006267718296047657,5.033795800825557e-19,0.007637020538309682,0.036190743859071214,0.008265904017857144,0.14285714285714285,0.0,0.09370108212340574,0.03223380681717996,0.5446657142857143
verified-v3-normuon-3e-3/checkpoint-3126,0.003,normuon,verified-v3-normuon-3e-3,3126,4,0.21198824282124423,0.9264047685208785,0.10775555278806573,0.10271114741117535,0.5118209613175053,0.10481438773932075,0.10481438773932075,0.10481438773932075,-0.2119882428212443,0.21207465098807665,-0.005130813543722821,8.64081668324479e-05,-0.005044405376890374,-2.2876665839444144e-17,0.0058195909807928475,0.02735364209342053,0.006045386904761905,0.14285714285714285,0.0,0.05447200212922725,0.02404121599580966,0.5518028571428572
verified-v3-normuon-3e-3/checkpoint-3907,0.003,normuon,verified-v3-normuon-3e-3,3907,5,0.22153426886670355,0.9307855113018663,0.11216546577612983,0.10035813405449998,0.5267752507153692,0.10555450866253088,0.1055545086625309,0.10555450866253088,-0.22153426886670352,0.2215973676831625,-0.011870430538088837,6.309881645892591e-05,-0.01180733172162991,-5.66882850185278e-18,0.012522802804334264,0.05694346118769606,0.012910388764880954,0.12053571428571429,0.0,0.050222582645982984,0.053849026886607525,0.5584957142857143
verified-v3-normuon-3e-3/checkpoint-782,0.003,normuon,verified-v3-normuon-3e-3,782,1,0.18324252279251646,0.9208882424635797,0.0986508196955386,0.09461212188746383,0.5104314884496347,0.09633788693633183,0.09633788693633183,0.09633788693633183,-0.18324252279251646,0.18335722020263878,-0.004153395218197134,0.00011469741012234523,-0.0040386978080747885,-2.0599841277224584e-18,0.00484685807797699,0.02502460314027011,0.004446847098214286,0.11160714285714286,0.0,0.05445468859644297,0.021448398192576,0.5348342857142857
verified-v3-normuon-3e-4/checkpoint-1563,0.0003,normuon,verified-v3-normuon-3e-4,1563,2,0.25822921200404503,0.9432352895059956,0.11699110644862719,0.1053797930262346,0.5262671677283002,0.11135351614655956,0.11135351614655956,0.11135351614655954,-0.25822921200404503,0.2581512209199328,-0.011533322338280373,-7.799108411221918e-05,-0.011611313422392593,-7.589415207398531e-19,0.01221602640718168,0.055253241346069897,0.01110258556547619,0.17410714285714285,0.0,0.027572676498919032,0.05218338015956135,0.5912428571428572
verified-v3-normuon-3e-4/checkpoint-2345,0.0003,normuon,verified-v3-normuon-3e-4,2345,3,0.2636261575122748,0.9429258098545373,0.11701202854746613,0.1049666985467049,0.5271163200152232,0.11029664273165848,0.11029664273165848,0.11029664273165847,-0.2636261575122748,0.26353961126940295,-0.011958783757889323,-8.654624287189487e-05,-0.01204533000076122,-6.869195192818874e-18,0.012641490932256532,0.05692039014589933,0.01207914806547619,0.15625,0.0,0.027206490506194978,0.05384354369548668,0.5915221428571428
verified-v3-normuon-3e-4/checkpoint-3126,0.0003,normuon,verified-v3-normuon-3e-4,3126,4,0.2653876083795221,0.9439133236606188,0.11767430382235111,0.10498084914413273,0.5284474079980924,0.11123693427378645,0.11123693427378646,0.11123693427378646,-0.2653876083795221,0.2652991487415945,-0.01260499504029085,-8.84596379275103e-05,-0.012693454678218353,-3.3687710359371032e-18,0.013268358441932764,0.05947988479684507,0.01305571056547619,0.16071428571428573,0.0,0.027469007194941643,0.05649879728473052,0.5907228571428572
verified-v3-normuon-3e-4/checkpoint-3907,0.0003,normuon,verified-v3-normuon-3e-4,3907,5,0.26641398080018613,0.9437176819158025,0.11517309401892604,0.10684073248987658,0.518727824680887,0.1107598377721956,0.1107598377721956,0.1107598377721956,-0.26641398080018613,0.26632820362617915,-0.008246584355042476,-8.577717400699141e-05,-0.008332361529049467,1.6363708503299076e-17,0.008976484436821305,0.040359005392958495,0.007533482142857143,0.16071428571428573,0.0,0.027292062594067353,0.03707041111094198,0.5936371428571429
verified-v3-normuon-3e-4/checkpoint-782,0.0003,normuon,verified-v3-normuon-3e-4,782,1,0.2524101726292534,0.9457063585859116,0.11510674331042392,0.10766885484114028,0.5167451604892838,0.11128699871040935,0.11128699871040938,0.11128699871040935,-0.2524101726292534,0.2523290339567947,-0.007356749796824852,-8.113867245876846e-05,-0.00743788846928362,-1.0284432036148214e-17,0.00810215230145256,0.03646435506476945,0.007045200892857144,0.17857142857142858,0.0,0.027081188902298072,0.03312734562844226,0.5875385714285715
