model_family,optimizer,learning_rate,run_id,stage,fraction,step,previous_stage,previous_fraction,previous_step,delta_mean_training_loss,delta_weight_frobenius_norm,delta_reference_displacement_frobenius_norm,delta_previous_checkpoint_displacement_frobenius_norm,delta_reference_displacement_to_weight_ratio,delta_weight_row_cv_parameter_weighted,delta_reference_delta_row_cv_parameter_weighted,delta_weight_top_1pct_row_energy_parameter_weighted,delta_reference_delta_top_1pct_row_energy_parameter_weighted,delta_training_margin_mean,delta_training_margin_median,delta_training_top1_accuracy,delta_training_mean_reciprocal_rank,delta_training_reference_mean_top_k_overlap,delta_training_reference_top1_agreement,delta_training_reference_score_drift_rms,delta_training_query_normalized_effective_rank,delta_training_document_normalized_effective_rank,delta_training_token_evidence_entropy_mean,delta_training_token_evidence_gini_mean,delta_training_document_token_coverage_mean,delta_training_repeated_token_dominance_mean,delta_unseen_margin_mean,delta_unseen_margin_median,delta_unseen_top1_accuracy,delta_unseen_mean_reciprocal_rank,delta_unseen_reference_mean_top_k_overlap,delta_unseen_reference_top1_agreement,delta_unseen_reference_score_drift_rms,delta_unseen_query_normalized_effective_rank,delta_unseen_document_normalized_effective_rank,delta_unseen_token_evidence_entropy_mean,delta_unseen_token_evidence_gini_mean,delta_unseen_document_token_coverage_mean,delta_unseen_repeated_token_dominance_mean,delta_mean_beir_ndcg_at_10
late,muon,0.0003,muon-lr3e-4,4,0.8,3126,3,0.6,2345,-0.02588766574859619,-0.8888353936740714,1.0934752418676332,-3.4553875929349953,0.0009635195377642042,-5.229450961430349e-07,-0.0023695541605512627,-7.112415876045497e-08,-4.218656689247355e-05,0.00040075089782476425,0.000298917293548584,0.0107421875,0.005696713924407959,-0.005533854166666741,-0.00390625,0.0006076879799365997,0.001089930534362793,-0.0006111264228820801,-0.00021791458129882812,0.0004977881908416748,0.00019273161888122559,-0.001365959644317627,0.0006265342235565186,0.00031319260597229004,-0.004464268684387207,-0.0020833611488342285,-0.007440476190476275,-0.004464268684387207,-0.0007043220102787018,0.0017859935760498047,0.003593266010284424,-0.0003465414047241211,-8.878111839294434e-05,-0.0004504770040512085,0.0018018782138824463,0.0006749999999999812
late,muon,0.0003,muon-lr3e-4,5,1.0,3907,4,0.8,3126,0.012253165245056152,-0.3002841159420768,0.24972459491554488,-3.3292363441587787,0.00022193733340664795,3.256043170085654e-07,-0.0008208143131379075,-7.724000967643252e-08,1.4101685507889039e-05,-7.738545536994934e-05,-1.0967254638671875e-05,0.0009765625,0.0007811784744262695,0.0022786458333333703,0.0,-0.0002220049500465393,0.0013750791549682617,-9.512901306152344e-05,-9.238719940185547e-05,-6.063282489776611e-05,0.0005620494484901428,-0.0007126331329345703,1.8404796719551086e-05,6.783008575439453e-05,0.004464268684387207,0.0020833611488342285,-0.0029761904761904656,-0.004464268684387207,-0.0001323111355304718,0.0019701719284057617,-0.0013908147811889648,-0.0003647804260253906,6.473064422607422e-05,0.0011012256145477295,-0.004871204495429993,0.001771428571428535
late,normuon,0.001,normuon-lr1e-3,2,0.4,1563,1,0.2,782,-0.041672554016113306,-6.3817378537310105,17.069172069428376,,0.015090073739386568,-0.00022342238316241936,0.001337733687484327,-1.7956347468702644e-05,0.00022356023135430662,0.0009855227544903755,0.0009438991546630859,0.0087890625,0.006598711013793945,-0.01204427083333337,0.0009765625,0.0021833032369613647,-0.0005140900611877441,0.007846534252166748,-0.0012164711952209473,0.004397079348564148,-0.0014322549104690552,-0.011163130402565002,0.0007689595222473145,0.0014642179012298584,-0.00892859697341919,-0.003805220127105713,-0.005952380952380931,0.008928537368774414,0.001483578234910965,-0.008507192134857178,0.005440473556518555,-0.0008534789085388184,0.00318753719329834,0.0020770281553268433,-0.011132270097732544,0.004211428571428533
late,normuon,0.001,normuon-lr1e-3,3,0.6,2345,2,0.4,1563,-0.028593759536743146,-4.648634667456008,7.5602406236155275,-11.0997752728466,0.006828837230705237,-0.00011646271469120673,0.002114643387616001,-1.0317744298733028e-05,0.0003045392795440992,0.00024807360023260117,0.00014600157737731934,0.01171875,0.0063558220863342285,0.0009765625,0.005859375,0.0009503066539764404,0.004758238792419434,-0.0011560320854187012,0.0014893412590026855,-0.0059823691844940186,0.0017866045236587524,-0.002116158604621887,0.0004009343683719635,0.00022843480110168457,0.013392865657806396,0.007998526096343994,-0.0029761904761905766,0.0,0.0010647624731063843,0.006701409816741943,-0.0035492777824401855,0.003548264503479004,-0.009645745158195496,0.004515007138252258,-0.011138424277305603,-0.003062142857142902
late,normuon,0.001,normuon-lr1e-3,4,0.8,3126,3,0.6,2345,-0.03552684545516968,-2.8371667701596834,2.929269181623482,-11.018714000802944,0.0027154270051543347,-3.6101359973617075e-05,0.001840434649730112,-2.561074826011589e-06,0.00027048537746709317,0.000743502750992775,0.00040465593338012695,0.01953125,0.011271178722381592,-0.00553385416666663,0.0,-0.0003863982856273651,-0.0007880330085754395,-0.00427323579788208,-0.00042563676834106445,0.0014773160219192505,-0.001617535948753357,0.0030338317155838013,0.0010250657796859741,0.0013530552387237549,-0.00892859697341919,-0.0027901530265808105,-0.004464285714285698,-0.008928537368774414,-0.0035233795642852783,-0.002346932888031006,-0.0004887580871582031,-0.0002759099006652832,0.0004743337631225586,-0.0016828924417495728,0.012390300631523132,0.004987142857142857
late,normuon,0.001,normuon-lr1e-3,5,1.0,3907,4,0.8,3126,0.008716454505920401,-0.9618092750156393,0.5764327155473126,-10.788358974952445,0.0005574277173638342,-3.8027046198596537e-06,0.0007910786824111629,-1.0040030879454598e-06,0.00010567989180432225,-0.00015440117567777634,-4.0650367736816406e-05,0.0078125,0.004475891590118408,0.0029296875,-0.0048828125,-0.0015775524079799652,0.011643528938293457,0.003620147705078125,0.0002821683883666992,-0.0007220059633255005,0.0013794377446174622,-0.004401028156280518,-5.8477744460105896e-05,-0.00013643503189086914,0.0,-0.001009821891784668,0.0029761904761905766,0.0,-0.00013147294521331787,0.010398328304290771,0.0028585195541381836,-0.0007181763648986816,0.0003598630428314209,0.0009214580059051514,-0.008101865649223328,-0.0013371428571428146
late,normuon,0.0001,normuon-lr1e-4,2,0.4,1563,1,0.2,782,-0.08826234340667727,-0.7051974038618027,2.3767599236232595,,0.002056588561678783,5.44290810339243e-07,0.004652863821602446,5.881526173728835e-08,0.0006464465376846279,0.0007497896440327168,0.0006624460220336914,0.0166015625,0.00986325740814209,-0.0283203125,-0.0107421875,-0.0017111562192440033,-0.005189299583435059,-0.008678674697875977,-0.0009111166000366211,0.0018213391304016113,0.0025600939989089966,-0.015899524092674255,0.0006166202947497368,0.0006880462169647217,0.004464268684387207,0.0024605989456176758,-0.02678571428571419,-0.00892859697341919,-0.0015689954161643982,-0.01155853271484375,-0.009069323539733887,-0.0010231733322143555,0.0027167797088623047,0.0025831758975982666,-0.015575423836708069,0.006872142857142882
late,normuon,0.0001,normuon-lr1e-4,3,0.6,2345,2,0.4,1563,-0.027124621868133525,-0.5040457268610226,1.1548841826284004,-1.3722678335133742,0.0010012400277791345,1.0799357597068848e-07,0.0020515595756988997,-2.790307177882867e-07,0.00019592515138142086,0.0004257312975823879,0.00038570165634155273,0.0185546875,0.010416626930236816,-0.01497395833333337,-0.00390625,-0.0017081275582313538,0.0008274316787719727,-0.002336263656616211,-0.0001614689826965332,-0.0001379847526550293,0.0003535225987434387,-0.0039094239473342896,0.0004736185073852539,0.0003618597984313965,0.0,-0.0003719925880432129,-0.0044642857142858094,-0.004464268684387207,-0.0020137540996074677,-0.0014016032218933105,-0.0058078765869140625,-0.0002560615539550781,-5.821883678436279e-05,0.0012347102165222168,-0.0033254027366638184,0.0048678571428570905
late,normuon,0.0001,normuon-lr1e-4,4,0.8,3126,3,0.6,2345,-0.025146195888519296,-0.30092168454825696,0.5204914678414845,-1.2316709402247104,0.00045202837767919623,9.709859595807835e-07,0.0020902204641046473,1.2152016476418837e-09,0.0002732073469834534,0.00027057481929659843,0.00030344724655151367,0.0,0.0004558563232421875,-0.0009765625,0.001953125,-0.0010120570659637451,0.0011531710624694824,-0.0004004836082458496,0.00013840198516845703,-0.0006929636001586914,0.00012771785259246826,-0.0017193406820297241,0.0004371330142021179,0.00039014220237731934,-0.004464268684387207,-0.0030559301376342773,-0.005952380952380931,0.0,-0.0014143921434879303,9.119510650634766e-05,-9.173154830932617e-05,0.00012421607971191406,-0.000460013747215271,-0.0013020634651184082,0.002022162079811096,0.0006857142857142895
late,normuon,0.0001,normuon-lr1e-4,5,1.0,3907,4,0.8,3126,0.016589357852935804,-0.10764382186744115,0.14197959690578088,-1.1512703042588028,0.0001235200787647042,2.7586073478302886e-07,0.0010911757973107311,2.360429594838731e-08,0.00014341118332138192,3.8922298699617386e-05,-7.30752944946289e-05,0.0009765625,0.0011392831802368164,-0.0048828125,0.0,-0.0001350119709968567,-0.00015860795974731445,-0.0014436841011047363,-0.00015664100646972656,0.00014762580394744873,9.971112012863159e-05,-0.0006484240293502808,7.135327905416489e-05,1.4007091522216797e-06,0.004464268684387207,0.0030559301376342773,0.004464285714285698,0.004464268684387207,-0.00018994510173797607,-0.00035774707794189453,-0.0020966529846191406,-0.0001957416534423828,0.0003404170274734497,0.00040112435817718506,-0.001482248306274414,0.0007171428571428606
late,normuon,0.003,normuon-lr3e-3,2,0.4,1563,1,0.2,782,-0.04817070484161379,-15.346673128500697,47.90774350577496,,0.04384562861870288,-0.002040465128294283,0.002827702896958363,-0.00016316147471335044,0.00035077571759329143,0.0008295434527099133,0.000826716423034668,0.015625,0.010064423084259033,-0.00944010416666663,0.0087890625,2.035871148109436e-05,-0.009684443473815918,0.01717972755432129,-0.00035834312438964844,-0.0025962889194488525,4.814565181732178e-05,0.0029061585664749146,0.0005095293745398521,0.0008939206600189209,-0.022321462631225586,-0.010108411312103271,-0.013392857142857206,0.008928537368774414,-0.0012421905994415283,-0.023976266384124756,0.01145482063293457,0.0006671547889709473,-0.0013049393892288208,-0.0026911795139312744,0.0186769962310791,0.01111785714285718
late,normuon,0.003,normuon-lr3e-3,3,0.6,2345,2,0.4,1563,-0.05057023048400877,-11.663243560123192,20.418572175360765,-32.09704748548204,0.019811690917718477,-0.0010168776314526395,0.0027752157480002773,-9.096457428712373e-05,0.00037464488516835565,0.0005235541611909866,0.0005048215389251709,0.025390625,0.014755487442016602,-0.0026041666666666297,0.0234375,-0.0002710968255996704,0.027142584323883057,0.007601678371429443,0.0006263256072998047,-0.0017338395118713379,0.002087824046611786,-0.009286358952522278,0.0005082478746771812,-0.00043445825576782227,0.004464328289031982,0.0050435662269592285,0.01041666666666674,0.013392865657806396,-0.0013448894023895264,0.020720601081848145,-0.0012165307998657227,0.0014961957931518555,-0.008964702486991882,0.006913438439369202,-0.013984441757202148,0.0018142857142856572
late,normuon,0.003,normuon-lr3e-3,4,0.8,3126,3,0.6,2345,-0.054744768142700184,-7.518582507895644,7.490751756273966,-32.04077859206535,0.007879871643780068,-0.0003596773361139727,0.002184038548506198,-3.3224686322840674e-05,0.000301187907788842,0.001109595876187086,0.000810474157333374,0.013671875,0.009829461574554443,0.00553385416666663,-0.0029296875,-0.00455387681722641,-0.000978231430053711,0.02344226837158203,-0.0009647607803344727,0.0031675249338150024,-0.0018083229660987854,0.0038945823907852173,0.001635177992284298,0.0014952421188354492,0.0,-0.0008237361907958984,-0.013392857142857206,-0.004464268684387207,-0.006541840732097626,-0.004103720188140869,0.027167439460754395,0.0006660819053649902,0.0012589097023010254,-0.002846240997314453,0.01782858371734619,-0.0012464285714285372
late,normuon,0.003,normuon-lr3e-3,5,1.0,3907,4,0.8,3126,-0.009908201694488528,-2.6710685574250874,1.245718151460295,-31.406193491008597,0.0015462870753339408,-3.6259415873235445e-05,0.0009476906983530431,-2.241277579161094e-06,0.0001292391456065977,0.0004225876182317734,0.0004909336566925049,0.017578125,0.009651720523834229,0.0006510416666666297,0.001953125,0.00012472644448280334,0.01740109920501709,0.01036977767944336,0.0006268024444580078,-0.002358675003051758,0.0014262944459915161,-0.00570833683013916,0.0005813874304294586,0.00140419602394104,-0.004464328289031982,-0.0002923011779785156,0.017857142857142905,-0.00892859697341919,-0.00033129751682281494,0.022167682647705078,0.004922032356262207,0.0002509951591491699,-0.0016401410102844238,0.0019395947456359863,-0.023122698068618774,0.007240000000000024
late,normuon,0.0003,normuon-lr3e-4,2,0.4,1563,1,0.2,782,-0.05725429773330687,-2.053558431795409,5.71571459722138,,0.004971081905042238,-1.669946041973902e-05,-0.0002800639828338322,-1.480075764784955e-06,3.393273053561158e-05,0.001023000106215477,0.0008054077625274658,0.015625,0.00921928882598877,-0.0146484375,-0.001953125,0.00037937983870506287,0.007159173488616943,-0.0029329657554626465,0.0002688169479370117,-0.0012071728706359863,0.0015035048127174377,-0.013380974531173706,0.0012296466156840324,0.0011578202247619629,0.0,-0.0006324052810668945,0.0014880952380951218,-0.017857134342193604,0.0004466213285923004,-0.0043593645095825195,-0.00931018590927124,-0.0020713210105895996,0.0031827837228775024,0.00012105703353881836,-0.010835960507392883,0.003266428571428559
late,normuon,0.0003,normuon-lr3e-4,3,0.6,2345,2,0.4,1563,-0.02336789608001713,-1.477584650358267,2.665366513957249,-3.549849360509132,0.002332639111369335,-8.1637147116842e-06,0.001562465704419709,-1.097596026358727e-06,0.00019939696007871544,0.0004527517594397068,0.00040522217750549316,0.0185546875,0.011060774326324463,-0.0013020833333333703,-0.0068359375,-0.0004849359393119812,0.0008865594863891602,-0.0017268657684326172,0.0003510713577270508,-0.001523539423942566,0.0005729570984840393,-0.002148836851119995,0.0005041807889938354,0.0010591447353363037,0.00892859697341919,0.004458904266357422,0.0,-0.008928537368774414,-0.0013108029961585999,0.003672480583190918,-0.005387544631958008,0.0016158223152160645,-0.0035151243209838867,0.002558410167694092,-0.006485044956207275,0.0036957142857142466
late,normuon,0.0003,normuon-lr3e-4,4,0.8,3126,3,0.6,2345,-0.02537860393524169,-0.888570180190527,1.1035635120223084,-3.4495561715533887,0.0009722944359738285,-7.909767449076899e-07,0.0016497170333476668,-2.1350943548228973e-07,0.00023599271538024894,0.00039935996755957603,0.00032266974449157715,0.009765625,0.005175769329071045,-0.005208333333333259,0.0,0.0007978193461894989,0.0020635128021240234,0.0007206201553344727,-9.196996688842773e-05,0.00012160837650299072,-0.0005395039916038513,0.0002202242612838745,0.0005915462970733643,8.845329284667969e-05,0.0,0.00014889240264892578,-0.00595238095238082,-0.00892859697341919,-0.0004998482763767242,0.0024921298027038574,0.005171060562133789,-0.0002612471580505371,-0.00019086897373199463,-0.0004772394895553589,0.0027258098125457764,0.0002007142857143318
late,normuon,0.0003,normuon-lr3e-4,5,1.0,3907,4,0.8,3126,0.011985754966735845,-0.3003765905509681,0.2557351715244991,-3.320865398993239,0.0002271670657678533,3.675686165716119e-07,0.0007847957611880826,-5.174318657222288e-08,9.667776266043294e-05,-5.930941551923752e-05,-5.099177360534668e-05,0.0,0.00013017654418945312,0.0006510416666666297,-0.0009765625,-0.00016191229224205017,0.0014619231224060059,-0.0006172657012939453,9.143352508544922e-05,-0.0005613267421722412,0.0007510855793952942,-0.002411484718322754,5.589798092842102e-06,8.219480514526367e-05,0.0,0.0,-0.0029761904761905766,0.0,-4.8294663429260254e-05,0.002005934715270996,-0.001627206802368164,0.00025767087936401367,-0.001000240445137024,0.0009606331586837769,-0.004218965768814087,-0.001423571428571413
