family,anchor,condition,algorithm,direction,relative_scale,samples,contrastive_loss,delta_contrastive_loss,positive_score,delta_positive_score,hardest_negative_score,delta_hardest_negative_score,positive_margin,delta_positive_margin,reciprocal_rank,delta_reciprocal_rank,top1_accuracy,delta_top1_accuracy,loss_improvement_rate
dense,dense/adamw-lr1e-5/checkpoint-3907,adamw-descent-3e-04,adamw,descent,0.0003,224,0.6346117222338178,-0.0027346867670010916,0.6215907505580357,-0.0018659319196428572,0.5853533063616071,-0.0019705636160714285,0.03623744419642857,0.00010463169642857142,0.8709077388048172,-0.0002976191629256521,0.78125,-0.004464285714285714,0.5580357142857143
dense,dense/adamw-lr1e-5/checkpoint-3907,adamw-descent-1e-03,adamw,descent,0.001,224,0.6264606442387048,-0.010885764762113987,0.6176409040178571,-0.005815778459821429,0.5810110909598214,-0.006312779017857143,0.03662981305803571,0.0004970005580357143,0.8787202386717711,0.007514880704028266,0.7946428571428571,0.008928571428571428,0.5625
dense,dense/adamw-lr1e-5/checkpoint-3907,adamw-sign-reversal-1e-03,adamw,sign_reversal,0.001,224,0.655064878178905,0.01771846917808619,0.6290108816964286,0.00555419921875,0.5939069475446429,0.006583077566964286,0.03510393415178571,-0.0010288783482142857,0.8721726198813745,0.0009672619136316436,0.7946428571428571,0.008928571428571428,0.41517857142857145
dense,dense/adamw-lr1e-5/checkpoint-3907,muon-descent-1e-04,muon,descent,0.0001,224,0.6357758692118166,-0.001570539789002266,0.6235002790178571,4.359654017857143e-05,0.5873500279017857,2.6157924107142856e-05,0.03615025111607143,1.743861607142857e-05,0.8689732151106,-0.002232142857142857,0.78125,-0.004464285714285714,0.44642857142857145
dense,dense/adamw-lr1e-5/checkpoint-3907,muon-descent-3e-04,muon,descent,0.0003,224,0.6336587723634304,-0.0036876366373884855,0.6224714006696429,-0.0009852818080357143,0.5862601143973214,-0.0010637555803571428,0.03621128627232143,7.847377232142858e-05,0.8731398816619601,0.001934523694217205,0.7857142857142857,0.0,0.5223214285714286
dense,dense/adamw-lr1e-5/checkpoint-3907,muon-descent-1e-03,muon,descent,0.001,224,0.6248937291712277,-0.012452679829591164,0.6200387137276786,-0.00341796875,0.5834001813616071,-0.003923688616071429,0.03663853236607143,0.0005057198660714286,0.8735119055158326,0.0023065475480897085,0.7857142857142857,0.0,0.5758928571428571
dense,dense/adamw-lr1e-5/checkpoint-3907,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.6439386450339271,0.0065922360331082275,0.6265607561383929,0.0031040736607142855,0.5911952427455357,0.003871372767857143,0.035365513392857144,-0.0007672991071428571,0.8680059533965375,-0.0031994045712053776,0.78125,-0.004464285714285714,0.41964285714285715
dense,dense/adamw-lr1e-5/checkpoint-3907,normuon-descent-1e-04,normuon,descent,0.0001,224,0.6373576434799101,1.123447909126948e-05,0.6231427873883929,-0.0003138950892857143,0.5870274135044643,-0.0002964564732142857,0.03611537388392857,-1.743861607142857e-05,0.8708333341138703,-0.00037202385387250355,0.7857142857142857,0.0,0.42857142857142855
dense,dense/adamw-lr1e-5/checkpoint-3907,normuon-descent-3e-04,normuon,descent,0.0003,224,0.640291225368823,0.0029448163680042072,0.6220964704241071,-0.0013602120535714285,0.586181640625,-0.0011422293526785715,0.035914829799107144,-0.00021798270089285715,0.8719494055424418,0.000744047574698925,0.7857142857142857,0.0,0.5491071428571429
dense,dense/adamw-lr1e-5/checkpoint-3907,normuon-descent-1e-03,normuon,descent,0.001,224,0.6288016682141071,-0.008544740786711762,0.6208147321428571,-0.0026419503348214285,0.5843767438616071,-0.0029471261160714285,0.03643798828125,0.00030517578125,0.8764880958146283,0.005282737846885409,0.7901785714285714,0.004464285714285714,0.5892857142857143
