family,anchor,challenger,reference,direction,relative_scale,samples,delta_delta_contrastive_loss,delta_delta_positive_score,delta_delta_hardest_negative_score,delta_delta_positive_margin,delta_delta_reciprocal_rank,delta_delta_top1_accuracy
late,late/muon-lr1e-3/checkpoint-3907,normuon,adamw,descent,0.0003,224,-0.009397408989333453,0.001115062673177038,0.0013216148529733931,-0.00020655217979635512,0.0,0.0
late,late/muon-lr1e-3/checkpoint-3907,normuon,adamw,descent,0.001,224,-0.025104879758116722,0.003967930961932454,0.004700966445463044,-0.0007330354835305895,-0.0005208333022892475,0.0
late,late/muon-lr1e-3/checkpoint-3907,normuon,adamw,sign_reversal,0.001,224,0.022412599807975577,-0.00338337490601199,-0.004074374479906899,0.0006909995738949094,-0.0024553571295525345,-0.004464285714285714
late,late/normuon-lr1e-3/checkpoint-782,muon,adamw,descent,0.0001,224,-0.0006961764334653912,0.00020165501960686276,0.00022849600229944502,-2.6840982692582266e-05,0.0,0.0
late,late/normuon-lr1e-3/checkpoint-782,muon,adamw,descent,0.0003,224,-0.0004645000714011971,0.0005767505083765302,0.0006885991564818791,-0.00011184864810534887,0.0,0.0
late,late/normuon-lr1e-3/checkpoint-782,muon,adamw,descent,0.001,224,-0.006412521000682141,0.0019614981221301214,0.002325350684779031,-0.0003638525626489094,0.000106292510671275,0.0
late,late/normuon-lr1e-3/checkpoint-782,muon,adamw,sign_reversal,0.001,224,0.006225457934374726,-0.0018736499228647777,-0.00224095955491066,0.00036730963204588207,0.000106292510671275,0.0
late,late/normuon-lr1e-3/checkpoint-782,normuon,adamw,descent,0.0001,224,-0.0033550905103287526,0.0002263507672718593,0.00026384049228259495,-3.748972501073565e-05,0.0,0.0
late,late/normuon-lr1e-3/checkpoint-782,normuon,adamw,descent,0.0003,224,-0.002276879030981219,0.000665619969367981,0.0007931451712335859,-0.00012752520186560496,0.0,0.0
late,late/normuon-lr1e-3/checkpoint-782,normuon,adamw,descent,0.001,224,-0.0071390910180313405,0.002202272415161133,0.0026281981595924924,-0.00042592574443135945,0.0,0.0
late,late/normuon-lr1e-3/checkpoint-782,normuon,adamw,sign_reversal,0.001,224,0.005131911820767713,-0.002130531572869846,-0.002559127818260874,0.00042859624539102824,-0.000148809514939785,0.0
late,late/normuon-lr1e-3/checkpoint-2345,muon,adamw,descent,0.0001,224,-0.0026484387962949657,0.00034646955983979363,0.00040667690336704254,-6.0207343527248926e-05,-0.000744047574698925,0.0
late,late/normuon-lr1e-3/checkpoint-2345,muon,adamw,descent,0.0003,224,-0.0063623752782539745,0.0010533782520464488,0.0012320506253412791,-0.00017867237329483032,-0.00018601192693625177,0.0
late,late/normuon-lr1e-3/checkpoint-2345,muon,adamw,descent,0.001,224,-0.018665991176516985,0.003764661028981209,0.004357130133679935,-0.0005924691046987261,0.0026041667110153605,0.004464285714285714
late,late/normuon-lr1e-3/checkpoint-2345,muon,adamw,sign_reversal,0.001,224,0.017293370994190354,-0.0031915663608482908,-0.003744012809225491,0.0005524464483772006,-0.000148809514939785,0.0
late,late/normuon-lr1e-3/checkpoint-2345,normuon,adamw,descent,0.0001,224,-0.00036223967607578497,0.0003758216542857034,0.00044368340500763485,-6.786175072193146e-05,-0.0010735543577798776,0.0
late,late/normuon-lr1e-3/checkpoint-2345,normuon,adamw,descent,0.0003,224,-0.008090803509957103,0.0011658210839544023,0.0013615465057747705,-0.00019572542182036808,-0.0009300595016351768,0.0
late,late/normuon-lr1e-3/checkpoint-2345,normuon,adamw,descent,0.001,224,-0.02125189056574306,0.0040674057922192985,0.004715720723782267,-0.0006483149315629687,0.0027104592216866358,0.004464285714285714
late,late/normuon-lr1e-3/checkpoint-2345,normuon,adamw,sign_reversal,0.001,224,0.01820578860114311,-0.00346292182803154,-0.00407796459538596,0.0006150427673544202,0.00026573127667818753,0.0
late,late/normuon-lr1e-3/checkpoint-3907,muon,adamw,descent,0.0001,224,-0.0006788326148485473,0.00030026238943849293,0.00035268148141247887,-5.2419091973985944e-05,0.0002551020921341011,0.0
late,late/normuon-lr1e-3/checkpoint-3907,muon,adamw,descent,0.0003,224,-0.0042217718472763776,0.0009697579911776952,0.0011515995221478598,-0.0001818415309701647,-0.0003720237208264215,0.0
late,late/normuon-lr1e-3/checkpoint-3907,muon,adamw,descent,0.001,224,-0.016113830624811705,0.0034657929624829975,0.004061566931860787,-0.0005957739693777901,0.0008928571561617511,0.0
late,late/normuon-lr1e-3/checkpoint-3907,muon,adamw,sign_reversal,0.001,224,0.013623418832807044,-0.0029628026698316845,-0.003533380904367992,0.0005705782345363072,-0.0021896259193973882,-0.004464285714285714
late,late/normuon-lr1e-3/checkpoint-3907,normuon,adamw,descent,0.0001,224,-0.004435049079942489,0.000361261357154165,0.0004161324884210314,-5.487113126686641e-05,0.0008503402184162821,0.0
late,late/normuon-lr1e-3/checkpoint-3907,normuon,adamw,descent,0.0003,224,-0.005804433978573157,0.0010816074375595366,0.0012776596205575125,-0.00019605218299797604,0.00037202385387250355,0.0
late,late/normuon-lr1e-3/checkpoint-3907,normuon,adamw,descent,0.001,224,-0.017931163537992272,0.0038588648395878927,0.004540471626179559,-0.0006816067865916661,0.001339285700981106,0.0
late,late/normuon-lr1e-3/checkpoint-3907,normuon,adamw,sign_reversal,0.001,224,0.019971822746924044,-0.0033338599439178196,-0.003974662029317447,0.0006408020853996277,-0.0013392858340271882,-0.004464285714285714
